,Ind_ID,Gender,Car_owner,Property_owner,Children,Annual_income,Type_income,Education,Marital_status,Housing_type,Age,Employed_since,Type_occupation,Family_members,label
246,5050973,F,N,N,1,112500.0,State servant,Secondary,Not married,House / apartment,44.0,21.0,Core staff,2,0
247,5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,15.0,Managers,4,0
248,5113539,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,57.0,5.0,Laborers,2,0
249,5085990,F,Y,Y,0,225000.0,Pensioner,Secondary,Married,House / apartment,59.0,0.0,Other,2,0
250,5033452,F,N,N,0,112500.0,Working,Secondary,Married,House / apartment,52.0,15.0,Core staff,2,0
251,5051240,F,Y,N,0,121500.0,Pensioner,Secondary,Not married,House / apartment,64.0,0.0,Other,1,0
252,5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,27.0,5.0,Sales staff,2,0
253,5145978,F,Y,N,0,112500.0,State servant,Secondary,Widow,House / apartment,54.0,16.0,Secretaries,1,0
254,5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,34.0,1.0,Accountants,4,0
255,5038845,F,N,Y,0,103500.0,Commercial associate,Secondary,Married,House / apartment,47.0,4.0,Sales staff,2,0
256,5105556,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,54.0,12.0,Laborers,2,0
257,5028383,M,Y,N,0,337500.0,Working,Secondary,Not married,With parents,31.0,9.0,Core staff,1,0
258,5009980,F,Y,Y,0,180000.0,State servant,Secondary,Married,House / apartment,57.0,11.0,Medicine staff,2,0
259,5062075,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,59.0,0.0,Other,2,0
260,5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,32.0,1.0,Managers,2,0
261,5146463,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27.0,5.0,Other,2,0
262,5112662,F,N,N,1,135000.0,Commercial associate,Secondary,Married,House / apartment,34.0,2.0,Managers,3,0
263,5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,36.0,2.0,Laborers,1,0
264,5066843,F,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,47.0,0.0,Other,2,0
265,5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,41.0,5.0,Sales staff,3,0
266,5047704,F,N,Y,2,191399.33,Working,Secondary,Not married,House / apartment,40.0,4.0,Other,3,0
267,5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,49.0,2.0,Core staff,3,0
268,5090954,F,N,N,0,270000.0,State servant,Secondary,Separated,House / apartment,53.0,34.0,Medicine staff,1,0
269,5143019,M,N,N,0,270000.0,Working,Secondary,Married,With parents,32.0,2.0,Laborers,2,0
270,5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Not married,House / apartment,43.0,14.0,Sales staff,1,0
271,5116018,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,61.0,0.0,Other,1,0
272,5139662,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.0,0.0,Other,2,0
273,5042232,F,N,Y,0,112500.0,Commercial associate,Secondary,Not married,House / apartment,35.0,17.0,Sales staff,1,0
274,5125317,M,Y,N,0,292500.0,Commercial associate,Secondary,Married,House / apartment,57.0,7.0,Other,2,0
275,5068038,F,N,N,0,112500.0,State servant,Secondary,Married,With parents,47.0,26.0,Medicine staff,2,0
276,5038814,F,N,Y,0,247500.0,Commercial associate,Secondary,Married,House / apartment,53.0,2.0,Other,2,0
277,5095356,F,N,N,0,157500.0,Working,Secondary,Not married,With parents,25.0,3.0,Sales staff,1,0
278,5037266,M,Y,N,0,225000.0,Working,Secondary,Not married,House / apartment,33.0,4.0,Drivers,1,0
279,5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,38.0,9.0,Sales staff,2,0
280,5096211,M,N,N,0,81000.0,Working,Secondary,Civil marriage,House / apartment,39.0,0.0,Low-skill Laborers,2,0
281,5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary,Married,House / apartment,46.0,7.0,Sales staff,2,0
282,5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,43.0,8.0,Other,3,0
283,5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,37.0,19.0,Core staff,5,0
284,5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary,Married,Rented apartment,47.0,6.0,Drivers,2,0
285,5041073,F,N,Y,0,67500.0,Working,Secondary,Not married,House / apartment,50.0,1.0,Laborers,2,0
286,5149660,F,N,Y,1,180000.0,Commercial associate,Secondary,Civil marriage,House / apartment,33.0,8.0,Realty agents,3,0
287,5022756,F,N,N,1,202500.0,Commercial associate,Secondary,Separated,House / apartment,30.0,9.0,Sales staff,2,0
288,5036562,F,N,N,1,112500.0,Working,Secondary,Married,House / apartment,33.0,14.0,Other,3,0
289,5117754,M,Y,N,0,306000.0,Working,Secondary,Married,House / apartment,44.0,5.0,Managers,2,0
290,5125281,F,N,Y,1,90000.0,Working,Secondary,Married,House / apartment,45.0,10.0,Sales staff,3,0
291,5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,30.0,10.0,Laborers,4,0
292,5021267,F,Y,Y,1,270000.0,Working,Secondary,Married,House / apartment,40.0,13.0,Laborers,3,0
293,5125166,M,N,Y,1,234000.0,Working,Secondary,Married,House / apartment,33.0,5.0,Laborers,3,0
294,5125524,M,N,N,2,171000.0,Working,Secondary,Married,Municipal apartment,38.0,16.0,Core staff,4,0
295,5010089,F,N,N,0,225000.0,Commercial associate,Secondary,Married,House / apartment,28.0,5.0,Laborers,2,0
296,5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,46.0,1.0,Security staff,2,0
297,5142763,F,N,N,0,117000.0,Commercial associate,Secondary,Not married,With parents,27.0,1.0,Sales staff,1,0
298,5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary,Married,House / apartment,58.0,5.0,Drivers,2,0
299,5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary,Married,House / apartment,54.0,6.0,Sales staff,2,0
300,5146123,F,N,N,0,54000.0,Pensioner,Secondary,Not married,House / apartment,55.0,0.0,Other,1,0
301,5023410,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,59.0,0.0,Other,2,0
302,5010032,M,Y,Y,0,85500.0,Pensioner,Secondary,Married,House / apartment,61.0,0.0,Other,2,0
303,5118397,M,N,N,0,135000.0,Working,Secondary,Married,House / apartment,47.0,5.0,Drivers,2,0
304,5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,65.0,37.0,Other,2,0
305,5069399,M,N,Y,0,157500.0,Working,Secondary,Not married,House / apartment,23.0,4.0,Core staff,1,0
306,5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,47.0,4.0,Core staff,1,0
307,5022041,M,N,Y,0,180000.0,Working,Secondary,Married,House / apartment,28.0,4.0,Sales staff,2,0
308,5126124,F,Y,N,0,72000.0,Working,Secondary,Married,House / apartment,42.0,1.0,Medicine staff,2,0
309,5023563,F,N,Y,0,202500.0,Working,Secondary,Widow,House / apartment,49.0,27.0,Core staff,1,0
310,5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Not married,House / apartment,26.0,4.0,High skill tech staff,1,0
311,5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,51.0,14.0,Managers,2,0
312,5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,38.0,8.0,Accountants,2,0
313,5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,35.0,6.0,Accountants,4,0
314,5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,34.0,1.0,Other,2,0
315,5126322,F,N,N,0,270000.0,Working,Secondary,Married,House / apartment,49.0,5.0,High skill tech staff,2,0
316,5053610,F,N,Y,0,112500.0,Working,Secondary,Married,Municipal apartment,56.0,10.0,Other,2,0
317,5069227,F,Y,Y,0,191399.33,Commercial associate,Secondary,Married,House / apartment,47.0,3.0,Sales staff,2,0
318,5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47.0,8.0,Medicine staff,1,0
319,5142812,M,Y,N,0,202500.0,State servant,Secondary,Married,House / apartment,32.0,12.0,Core staff,2,0
320,5053114,F,N,Y,0,99000.0,Pensioner,Secondary,Married,House / apartment,65.0,0.0,Other,2,0
321,5149027,F,N,Y,0,162000.0,Pensioner,Secondary,Married,House / apartment,62.0,0.0,Other,2,0
322,5145869,F,N,Y,0,225000.0,Pensioner,Secondary,Separated,House / apartment,57.0,0.0,Other,1,0
323,5053354,F,Y,N,0,225000.0,Working,Secondary,Married,House / apartment,50.0,0.0,Laborers,2,0
324,5087944,F,N,Y,0,72000.0,Working,Secondary,Widow,House / apartment,55.0,6.0,Cleaning staff,1,0
325,5035688,F,Y,Y,0,135000.0,Working,Secondary,Civil marriage,House / apartment,45.0,23.0,Laborers,2,0
326,5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,50.0,0.0,Other,3,0
327,5044860,F,N,Y,0,167400.0,Pensioner,Secondary,Married,House / apartment,52.0,0.0,Other,2,0
328,5117047,F,N,Y,0,180000.0,Pensioner,Secondary,Widow,House / apartment,63.0,0.0,Other,1,0
329,5022676,M,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,64.0,0.0,Other,2,0
330,5009739,F,Y,N,0,99000.0,Working,Secondary,Married,House / apartment,40.0,12.0,Core staff,2,0
331,5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,34.0,0.0,Core staff,3,0
332,5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,55.0,21.0,Managers,1,0
333,5135982,F,N,Y,0,423000.0,Commercial associate,Secondary,Separated,House / apartment,37.0,9.0,Private service staff,1,0
334,5046362,F,N,Y,0,90000.0,Working,Secondary,Civil marriage,With parents,39.0,0.0,Sales staff,2,0
335,5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45.0,11.0,Managers,2,0
336,5143519,F,N,Y,0,247500.0,Pensioner,Secondary,Not married,House / apartment,64.0,0.0,Other,1,0
337,5068888,F,N,Y,0,225000.0,Working,Secondary,Married,House / apartment,64.0,13.0,Medicine staff,2,0
338,5150412,F,N,Y,0,67500.0,Pensioner,Secondary,Widow,House / apartment,61.0,0.0,Other,1,0
339,5067924,F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House / apartment,62.0,0.0,Other,1,0
340,5056149,M,Y,N,0,157500.0,Working,Secondary,Married,House / apartment,64.0,41.0,Laborers,2,0
341,5022308,F,N,Y,0,90000.0,Working,Secondary,Separated,House / apartment,52.0,9.0,Other,1,0
342,5068465,F,N,Y,1,90000.0,Commercial associate,Secondary,Married,House / apartment,28.0,5.0,Private service staff,3,0
343,5036881,F,Y,Y,0,225000.0,Pensioner,Secondary,Married,House / apartment,62.0,0.0,Other,2,0
344,5137033,M,Y,N,1,112500.0,Working,Secondary,Married,House / apartment,39.0,1.0,Laborers,3,0
345,5148812,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,61.0,0.0,Other,2,0
346,5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary,Married,House / apartment,42.0,17.0,Drivers,4,0
347,5078842,F,Y,Y,1,135000.0,Working,Secondary,Married,With parents,29.0,0.0,Private service staff,3,0
348,5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,51.0,7.0,Managers,3,0
349,5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,52.0,5.0,Sales staff,2,0
350,5045253,F,N,Y,1,270000.0,Working,Secondary,Married,House / apartment,57.0,10.0,Core staff,3,0
351,5100000,F,N,N,1,180000.0,Commercial associate,Secondary,Married,House / apartment,42.0,9.0,Sales staff,3,0
352,5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,27.0,8.0,Core staff,3,0
353,5090925,F,N,Y,0,243000.0,Commercial associate,Secondary,Married,With parents,47.0,9.0,Laborers,2,0
354,5115947,M,Y,Y,0,225000.0,Working,Secondary,Not married,House / apartment,26.0,3.0,Other,1,0
355,5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,Other,2,0
356,5022373,F,N,Y,1,234000.0,Working,Secondary,Not married,House / apartment,57.0,22.0,Core staff,2,0
357,5149040,F,N,Y,0,180000.0,Working,Secondary,Civil marriage,House / apartment,54.0,10.0,Laborers,2,0
358,5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.0,0.0,Core staff,4,0
359,5139951,F,Y,Y,0,121500.0,State servant,Secondary,Married,House / apartment,55.0,9.0,Other,2,0
360,5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,30.0,1.0,Laborers,3,0
361,5148527,F,N,Y,0,180000.0,Pensioner,Secondary,Married,House / apartment,64.0,0.0,Other,2,0
362,5009443,F,N,N,0,90000.0,State servant,Secondary,Married,House / apartment,26.0,5.0,Other,2,0
363,5096621,F,N,N,1,135000.0,Working,Secondary,Married,House / apartment,40.0,4.0,Laborers,3,0
364,5149150,M,Y,Y,0,247500.0,Working,Secondary,Married,House / apartment,30.0,10.0,Laborers,2,0
365,5118448,F,N,N,1,76500.0,Working,Secondary,Married,House / apartment,28.0,2.0,Sales staff,3,0
366,5116818,M,N,Y,0,85500.0,State servant,Secondary,Separated,Co-op apartment,45.0,24.0,Core staff,1,0
367,5022833,M,Y,Y,0,202500.0,Working,Secondary,Married,House / apartment,47.0,4.0,Core staff,2,0
368,5086006,F,N,Y,0,157500.0,Pensioner,Secondary,Widow,House / apartment,59.0,0.0,Other,1,0
369,5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,39.0,4.0,High skill tech staff,3,0
370,5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.0,3.0,Other,2,0
371,5105657,F,Y,Y,2,540000.0,Working,Higher education,Not married,House / apartment,39.0,1.0,Other,3,0
372,5150047,F,N,Y,0,283500.0,Working,Secondary,Married,House / apartment,49.0,2.0,Sales staff,2,0
373,5035791,F,Y,Y,0,90000.0,Pensioner,Secondary,Widow,House / apartment,60.0,0.0,Other,1,0
374,5021682,M,N,Y,0,191399.33,Commercial associate,Secondary,Separated,House / apartment,51.0,10.0,Cleaning staff,1,0
375,5088699,F,Y,Y,0,252000.0,Working,Secondary,Married,House / apartment,48.0,3.0,Medicine staff,2,0
376,5115797,F,N,Y,1,135000.0,Commercial associate,Secondary,Not married,House / apartment,40.0,20.0,Laborers,2,0
377,5023460,F,Y,Y,0,315000.0,Pensioner,Secondary,Not married,House / apartment,58.0,0.0,Other,1,0
378,5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,53.0,15.0,Managers,3,0
379,5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,39.0,10.0,Sales staff,2,0
380,5024527,F,N,Y,0,270000.0,Pensioner,Secondary,Widow,House / apartment,57.0,0.0,Other,1,0
381,5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary,Married,House / apartment,44.0,3.0,Managers,3,0
382,5068156,M,Y,Y,0,180000.0,Working,Secondary,Married,House / apartment,54.0,9.0,Other,2,0
383,5117756,M,Y,N,0,306000.0,Working,Secondary,Married,House / apartment,44.0,5.0,Managers,2,0
384,5066507,F,N,Y,0,157500.0,Working,Secondary,Not married,House / apartment,48.0,21.0,Private service staff,1,0
385,5143164,F,N,N,2,180000.0,Commercial associate,Secondary,Married,House / apartment,38.0,4.0,Accountants,4,0
386,5088834,F,N,Y,0,612000.0,State servant,Secondary,Married,House / apartment,34.0,10.0,Accountants,2,0
387,5135841,F,N,Y,1,36000.0,Working,Secondary,Married,House / apartment,34.0,3.0,Core staff,3,0
388,5023059,M,Y,Y,1,112500.0,Working,Secondary,Married,House / apartment,31.0,1.0,Laborers,3,0
389,5125325,M,Y,N,0,292500.0,Commercial associate,Secondary,Married,House / apartment,57.0,7.0,Other,2,0
390,5135574,F,Y,Y,0,180000.0,Working,Secondary,Married,House / apartment,32.0,3.0,Medicine staff,2,0
391,5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30.0,6.0,Core staff,4,0
392,5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,54.0,35.0,Core staff,1,0
393,5029108,M,Y,N,1,315000.0,State servant,Secondary,Married,House / apartment,36.0,10.0,High skill tech staff,3,0
394,5091400,F,N,N,0,135000.0,Working,Secondary,Married,With parents,34.0,2.0,Other,2,0
395,5050768,F,N,N,2,337500.0,Working,Secondary,Married,House / apartment,30.0,6.0,Core staff,4,0
396,5113420,F,N,N,1,157500.0,Working,Secondary,Not married,Municipal apartment,35.0,15.0,Core staff,2,0
397,5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary,Married,House / apartment,52.0,10.0,Sales staff,2,0
398,5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,41.0,12.0,Managers,3,0
399,5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,30.0,1.0,Drivers,2,0
400,5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37.0,1.0,Other,2,0
401,5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,25.0,3.0,Drivers,2,0
402,5045203,F,Y,Y,0,139500.0,Pensioner,Secondary,Married,House / apartment,58.0,0.0,Other,2,0
403,5065673,F,N,N,0,135000.0,Working,Secondary,Not married,House / apartment,32.0,13.0,Other,1,0
404,5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary,Married,House / apartment,40.0,5.0,Other,3,0
405,5045800,M,Y,Y,1,427500.0,Working,Secondary,Married,House / apartment,33.0,7.0,Drivers,3,0
406,5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29.0,4.0,Core staff,3,0
407,5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,31.0,1.0,Accountants,3,0
408,5143360,F,N,Y,0,126000.0,Working,Secondary,Married,House / apartment,62.0,6.0,High skill tech staff,2,0
409,5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,35.0,4.0,Core staff,4,0
410,5117403,F,N,N,0,94500.0,Working,Secondary,Married,House / apartment,46.0,4.0,Waiters/barmen staff,2,0
411,5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,16.0,Managers,2,0
412,5137542,F,N,N,0,157500.0,Working,Secondary,Married,House / apartment,52.0,9.0,Cooking staff,2,0
413,5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,38.0,7.0,Drivers,2,0
414,5090780,F,N,N,1,202500.0,Working,Secondary,Married,House / apartment,33.0,9.0,Managers,3,0
415,5092242,F,N,N,0,117000.0,Working,Secondary,Married,House / apartment,57.0,6.0,Other,2,0
416,5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25.0,1.0,Core staff,2,0
417,5143427,F,N,Y,0,180000.0,Pensioner,Secondary,Not married,House / apartment,64.0,0.0,Other,1,0
418,5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,43.0,18.0,Other,3,0
419,5052739,F,N,Y,2,180000.0,Commercial associate,Secondary,Married,House / apartment,29.0,1.0,High skill tech staff,4,0
420,5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36.0,1.0,Accountants,2,0
421,5025029,F,N,N,0,135000.0,Pensioner,Secondary,Married,House / apartment,55.0,0.0,Other,2,0
422,5149353,M,Y,Y,0,191399.33,Commercial associate,Higher education,Married,House / apartment,33.0,9.0,Accountants,2,0
423,5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,60.0,0.0,Other,2,0
424,5024578,F,N,N,1,90000.0,Working,Secondary,Married,With parents,28.0,4.0,Laborers,3,0
425,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.0,7.0,Managers,2,0
426,5041869,M,Y,N,0,99000.0,State servant,Secondary,Married,House / apartment,53.0,1.0,Core staff,2,0
427,5115894,M,Y,N,0,247500.0,Commercial associate,Secondary,Married,House / apartment,48.0,4.0,Drivers,2,0
428,5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,37.0,7.0,Other,3,0
429,5045611,F,N,Y,2,90000.0,Working,Secondary,Married,House / apartment,32.0,2.0,Other,4,0
430,5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31.0,0.0,Core staff,4,0
431,5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,26.0,4.0,Other,2,0
432,5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32.0,2.0,HR staff,4,0
433,5091405,F,N,Y,0,135000.0,Working,Secondary,Not married,House / apartment,48.0,5.0,Laborers,1,0
434,5137022,F,N,N,0,180000.0,State servant,Secondary,Widow,House / apartment,50.0,1.0,Laborers,1,0
435,5117594,F,N,N,0,144000.0,Working,Secondary,Not married,House / apartment,46.0,20.0,Core staff,1,0
436,5085704,M,Y,Y,0,126000.0,Pensioner,Secondary,Married,House / apartment,53.0,0.0,Other,2,0
437,5137292,M,Y,N,1,225000.0,Working,Secondary,Married,House / apartment,42.0,20.0,High skill tech staff,3,0
438,5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,39.0,2.0,Drivers,4,0
439,5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,56.0,19.0,Laborers,2,0
440,5116676,M,Y,Y,3,270000.0,Working,Secondary,Married,House / apartment,37.0,1.0,Laborers,5,0
441,5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41.0,4.0,Managers,3,0
442,5139410,F,Y,Y,2,135000.0,State servant,Secondary,Married,House / apartment,40.0,17.0,Core staff,4,0
443,5048486,M,Y,Y,0,202500.0,Working,Secondary,Married,House / apartment,36.0,2.0,Drivers,2,0
444,5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.0,0.0,Other,2,0
445,5091280,M,N,Y,1,103500.0,Working,Secondary,Married,House / apartment,32.0,2.0,Laborers,3,0
446,5023186,M,Y,Y,0,135000.0,Working,Secondary,Married,House / apartment,47.0,7.0,Core staff,2,0
447,5054307,M,N,N,1,135000.0,Working,Secondary,Married,House / apartment,28.0,2.0,Laborers,3,0
448,5116879,F,N,N,0,112500.0,Working,Higher education,Not married,With parents,30.0,0.0,High skill tech staff,1,0
449,5050453,M,N,Y,1,231750.0,Working,Secondary,Married,House / apartment,39.0,0.0,Other,3,0
450,5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,4.0,Managers,1,0
451,5091374,M,Y,Y,0,247500.0,Working,Secondary,Married,House / apartment,42.0,3.0,Drivers,2,0
452,5135484,F,N,Y,0,135000.0,State servant,Higher education,Not married,Municipal apartment,29.0,5.0,Core staff,1,0
453,5054188,F,N,N,0,135000.0,Working,Secondary,Married,House / apartment,31.0,1.0,Sales staff,2,0
454,5054626,F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House / apartment,60.0,0.0,Other,1,0
455,5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary,Married,House / apartment,53.0,3.0,Laborers,2,0
456,5053472,M,N,Y,0,112500.0,Working,Secondary,Married,House / apartment,51.0,6.0,Low-skill Laborers,2,0
457,5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Not married,House / apartment,30.0,2.0,Secretaries,1,0
458,5029554,F,N,Y,0,103500.0,Pensioner,Secondary,Widow,House / apartment,65.0,0.0,Other,1,0
459,5089722,F,N,N,0,315000.0,Commercial associate,Secondary,Separated,House / apartment,48.0,9.0,Private service staff,1,0
460,5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,23.0,1.0,Sales staff,2,0
461,5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33.0,6.0,Other,5,0
462,5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.0,5.0,Laborers,2,0
463,5024665,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,40.0,13.0,Laborers,2,0
464,5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,Sales staff,2,0
465,5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,61.0,2.0,Managers,2,0
466,5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,44.0,19.0,Laborers,2,0
467,5051180,M,Y,N,1,191399.33,Working,Secondary,Married,House / apartment,36.0,5.0,Laborers,3,0
468,5143515,F,N,Y,0,247500.0,Pensioner,Secondary,Not married,House / apartment,64.0,0.0,Other,1,0
469,5018461,F,N,Y,1,166500.0,Working,Secondary,Married,House / apartment,55.0,22.0,Other,3,0
470,5096300,F,N,N,1,112500.0,Commercial associate,Secondary,Married,House / apartment,26.0,6.0,High skill tech staff,3,0
471,5148897,M,N,Y,0,90900.0,Pensioner,Secondary,Married,House / apartment,61.0,0.0,Other,2,0
472,5025047,F,Y,N,3,112500.0,Working,Secondary,Married,House / apartment,32.0,10.0,Other,5,0
473,5092164,F,Y,Y,0,45900.0,Pensioner,Secondary,Widow,House / apartment,56.0,0.0,Other,1,0
474,5053143,M,N,Y,1,126000.0,Working,Secondary,Civil marriage,House / apartment,34.0,0.0,Other,3,0
475,5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,32.0,13.0,Laborers,2,0
476,5023482,F,N,Y,1,119250.0,Working,Secondary,Married,House / apartment,44.0,12.0,Core staff,3,0
477,5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,32.0,2.0,Drivers,4,0
478,5062713,F,N,Y,1,157500.0,Working,Secondary,Married,House / apartment,40.0,10.0,Core staff,3,0
479,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,6.0,Accountants,2,0
480,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,32.0,4.0,Managers,3,0
481,5118115,M,N,N,1,270000.0,Commercial associate,Secondary,Married,House / apartment,37.0,15.0,Drivers,3,0
482,5024258,M,N,Y,0,162000.0,Working,Secondary,Not married,House / apartment,31.0,2.0,Security staff,1,0
483,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,33.0,2.0,Laborers,2,0
484,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,30.0,5.0,Core staff,4,0
485,5092332,F,N,Y,0,58500.0,Pensioner,Secondary,Not married,House / apartment,68.0,0.0,Other,1,0
486,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,40.0,17.0,Medicine staff,1,0
487,5078924,M,N,Y,0,270000.0,Working,Secondary,Married,House / apartment,44.0,3.0,Laborers,2,0
488,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.0,0.0,Sales staff,2,0
489,5046036,F,Y,Y,0,99000.0,Pensioner,Secondary,Civil marriage,House / apartment,59.0,0.0,Other,2,0
490,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,43.0,13.0,Private service staff,2,0
491,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,40.0,6.0,Core staff,3,0
492,5022761,F,N,Y,0,180000.0,Working,Secondary,Married,House / apartment,27.0,4.0,Sales staff,2,0
493,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,40.0,13.0,Laborers,2,0
494,5113854,M,N,N,0,202500.0,Working,Secondary,Not married,House / apartment,42.0,23.0,Laborers,1,0
